Token has not been saved to git credential helper. Pass `add_to_git_credential=True` if you want to set the git credential as well.
Token is valid (permission: write).
Your token has been saved to /home/016651544/.cache/huggingface/token
Login successful
DEVICE:-  cuda:0
Read Data!! 
Dataset dictionary: 
 DatasetDict({
    train: Dataset({
        features: ['text'],
        num_rows: 20000
    })
    validation: Dataset({
        features: ['text'],
        num_rows: 200
    })
})
{'quant_method': <QuantizationMethod.BITS_AND_BYTES: 'bitsandbytes'>, '_load_in_8bit': False, '_load_in_4bit': True, 'llm_int8_threshold': 6.0, 'llm_int8_skip_modules': None, 'llm_int8_enable_fp32_cpu_offload': False, 'llm_int8_has_fp16_weight': False, 'bnb_4bit_quant_type': 'nf4', 'bnb_4bit_use_double_quant': True, 'bnb_4bit_compute_dtype': 'bfloat16', 'load_in_4bit': True, 'load_in_8bit': False}
{'loss': 2.899, 'grad_norm': 181845.609375, 'learning_rate': 3.846153846153847e-07, 'epoch': 0.0}
{'loss': 0.1297, 'grad_norm': 53046.94921875, 'learning_rate': 9.392820575149681e-05, 'epoch': 5.0}
{'loss': 0.3231, 'grad_norm': 92677.078125, 'learning_rate': 9.391300960840128e-05, 'epoch': 5.01}
{'loss': 0.2445, 'grad_norm': 78875.125, 'learning_rate': 9.389779570546629e-05, 'epoch': 5.01}
{'loss': 0.1817, 'grad_norm': 67965.6640625, 'learning_rate': 9.388256404884482e-05, 'epoch': 5.02}
{'loss': 0.1603, 'grad_norm': 66446.6640625, 'learning_rate': 9.386731464469707e-05, 'epoch': 5.02}
{'loss': 0.1657, 'grad_norm': 65435.27734375, 'learning_rate': 9.385204749919037e-05, 'epoch': 5.03}
{'loss': 0.1256, 'grad_norm': 63614.5703125, 'learning_rate': 9.383676261849925e-05, 'epoch': 5.03}
{'loss': 0.1321, 'grad_norm': 57261.328125, 'learning_rate': 9.38214600088054e-05, 'epoch': 5.04}
{'loss': 0.1455, 'grad_norm': 71922.140625, 'learning_rate': 9.380613967629774e-05, 'epoch': 5.04}
{'loss': 0.1286, 'grad_norm': 62787.65234375, 'learning_rate': 9.379080162717224e-05, 'epoch': 5.05}
{'loss': 0.1431, 'grad_norm': 64714.63671875, 'learning_rate': 9.377544586763215e-05, 'epoch': 5.05}
{'loss': 0.1289, 'grad_norm': 54950.33984375, 'learning_rate': 9.376007240388781e-05, 'epoch': 5.06}
{'loss': 0.1213, 'grad_norm': 53518.234375, 'learning_rate': 9.374468124215676e-05, 'epoch': 5.06}
{'loss': 0.1424, 'grad_norm': 66099.0390625, 'learning_rate': 9.372927238866366e-05, 'epoch': 5.06}
{'loss': 0.148, 'grad_norm': 62638.609375, 'learning_rate': 9.371384584964039e-05, 'epoch': 5.07}
{'loss': 0.1349, 'grad_norm': 63038.328125, 'learning_rate': 9.36984016313259e-05, 'epoch': 5.07}
{'loss': 0.1357, 'grad_norm': 61288.9765625, 'learning_rate': 9.368293973996636e-05, 'epoch': 5.08}
{'loss': 0.1441, 'grad_norm': 69504.578125, 'learning_rate': 9.366746018181503e-05, 'epoch': 5.08}
{'loss': 0.1441, 'grad_norm': 60517.1875, 'learning_rate': 9.365196296313236e-05, 'epoch': 5.09}
{'loss': 0.1228, 'grad_norm': 56853.41796875, 'learning_rate': 9.363644809018592e-05, 'epoch': 5.09}
{'loss': 0.1296, 'grad_norm': 70864.5625, 'learning_rate': 9.362091556925043e-05, 'epoch': 5.1}
{'loss': 0.1261, 'grad_norm': 69064.4375, 'learning_rate': 9.360536540660775e-05, 'epoch': 5.1}
{'loss': 0.128, 'grad_norm': 66397.4609375, 'learning_rate': 9.358979760854685e-05, 'epoch': 5.11}
{'loss': 0.1144, 'grad_norm': 64274.375, 'learning_rate': 9.357421218136386e-05, 'epoch': 5.11}
{'loss': 0.1283, 'grad_norm': 76781.5859375, 'learning_rate': 9.355860913136205e-05, 'epoch': 5.12}
{'loss': 0.1225, 'grad_norm': 64627.61328125, 'learning_rate': 9.354298846485177e-05, 'epoch': 5.12}
{'loss': 0.1167, 'grad_norm': 59425.921875, 'learning_rate': 9.35273501881505e-05, 'epoch': 5.13}
{'loss': 0.1258, 'grad_norm': 60069.8828125, 'learning_rate': 9.351169430758294e-05, 'epoch': 5.13}
{'loss': 0.1119, 'grad_norm': 52275.875, 'learning_rate': 9.349602082948077e-05, 'epoch': 5.14}
{'loss': 0.1192, 'grad_norm': 55814.9296875, 'learning_rate': 9.348032976018286e-05, 'epoch': 5.14}
{'loss': 0.1152, 'grad_norm': 52804.78515625, 'learning_rate': 9.34646211060352e-05, 'epoch': 5.15}
{'loss': 0.1193, 'grad_norm': 58091.57421875, 'learning_rate': 9.344889487339087e-05, 'epoch': 5.15}
{'loss': 0.1044, 'grad_norm': 39471.43359375, 'learning_rate': 9.343315106861008e-05, 'epoch': 5.16}
{'loss': 0.1022, 'grad_norm': 40291.37890625, 'learning_rate': 9.341738969806011e-05, 'epoch': 5.16}
{'loss': 0.1064, 'grad_norm': 50185.2578125, 'learning_rate': 9.340161076811537e-05, 'epoch': 5.17}
{'loss': 0.0974, 'grad_norm': 44238.80859375, 'learning_rate': 9.33858142851574e-05, 'epoch': 5.17}
{'loss': 0.1005, 'grad_norm': 45444.72265625, 'learning_rate': 9.337000025557476e-05, 'epoch': 5.18}
{'loss': 0.1075, 'grad_norm': 46471.0, 'learning_rate': 9.33541686857632e-05, 'epoch': 5.18}
{'loss': 0.0985, 'grad_norm': 52830.1875, 'learning_rate': 9.333831958212549e-05, 'epoch': 5.18}
{'loss': 0.1143, 'grad_norm': 61900.05859375, 'learning_rate': 9.332245295107152e-05, 'epoch': 5.19}
{'loss': 0.1075, 'grad_norm': 55227.16015625, 'learning_rate': 9.330656879901829e-05, 'epoch': 5.19}
{'loss': 0.1143, 'grad_norm': 64071.703125, 'learning_rate': 9.329066713238983e-05, 'epoch': 5.2}
{'loss': 0.1049, 'grad_norm': 55246.69140625, 'learning_rate': 9.327474795761733e-05, 'epoch': 5.2}
{'loss': 0.1059, 'grad_norm': 52770.921875, 'learning_rate': 9.325881128113898e-05, 'epoch': 5.21}
{'loss': 0.1142, 'grad_norm': 63714.34765625, 'learning_rate': 9.324285710940011e-05, 'epoch': 5.21}
{'loss': 0.105, 'grad_norm': 46710.3984375, 'learning_rate': 9.322688544885308e-05, 'epoch': 5.22}
{'loss': 0.1041, 'grad_norm': 52188.75390625, 'learning_rate': 9.321089630595738e-05, 'epoch': 5.22}
{'loss': 0.1076, 'grad_norm': 50265.82421875, 'learning_rate': 9.31948896871795e-05, 'epoch': 5.23}
{'loss': 0.1052, 'grad_norm': 39495.203125, 'learning_rate': 9.317886559899304e-05, 'epoch': 5.23}
{'loss': 0.0994, 'grad_norm': 47270.6875, 'learning_rate': 9.316282404787871e-05, 'epoch': 5.24}
{'loss': 0.1322, 'grad_norm': 84312.40625, 'learning_rate': 9.314676504032416e-05, 'epoch': 5.24}
{'loss': 0.29, 'grad_norm': 128906.8203125, 'learning_rate': 9.31306885828242e-05, 'epoch': 5.25}
{'loss': 0.2876, 'grad_norm': 125430.890625, 'learning_rate': 9.311459468188066e-05, 'epoch': 5.25}
{'loss': 0.2111, 'grad_norm': 99414.765625, 'learning_rate': 9.309848334400246e-05, 'epoch': 5.26}
{'loss': 0.1831, 'grad_norm': 90645.9609375, 'learning_rate': 9.308235457570554e-05, 'epoch': 5.26}
{'loss': 0.2208, 'grad_norm': 98568.25, 'learning_rate': 9.306620838351287e-05, 'epoch': 5.27}
{'loss': 0.1378, 'grad_norm': 73296.53125, 'learning_rate': 9.30500447739545e-05, 'epoch': 5.27}
{'loss': 0.1403, 'grad_norm': 66042.40625, 'learning_rate': 9.303386375356752e-05, 'epoch': 5.28}
{'loss': 0.1403, 'grad_norm': 61398.9765625, 'learning_rate': 9.301766532889607e-05, 'epoch': 5.28}
{'loss': 0.1408, 'grad_norm': 63655.0703125, 'learning_rate': 9.300144950649129e-05, 'epoch': 5.29}
{'loss': 0.1351, 'grad_norm': 58362.2109375, 'learning_rate': 9.29852162929114e-05, 'epoch': 5.29}
{'loss': 0.1368, 'grad_norm': 59631.29296875, 'learning_rate': 9.296896569472164e-05, 'epoch': 5.29}
{'loss': 0.1424, 'grad_norm': 62813.30078125, 'learning_rate': 9.295269771849427e-05, 'epoch': 5.3}
{'loss': 0.1182, 'grad_norm': 52516.63671875, 'learning_rate': 9.293641237080857e-05, 'epoch': 5.3}
{'loss': 0.1479, 'grad_norm': 65467.28515625, 'learning_rate': 9.292010965825089e-05, 'epoch': 5.31}
{'loss': 0.1306, 'grad_norm': 56194.21484375, 'learning_rate': 9.290378958741455e-05, 'epoch': 5.31}
{'loss': 0.1261, 'grad_norm': 56450.63671875, 'learning_rate': 9.288745216489993e-05, 'epoch': 5.32}
{'loss': 0.1526, 'grad_norm': 62538.77734375, 'learning_rate': 9.287109739731439e-05, 'epoch': 5.32}
{'loss': 0.128, 'grad_norm': 55832.8515625, 'learning_rate': 9.285472529127234e-05, 'epoch': 5.33}
{'loss': 0.1422, 'grad_norm': 62098.91796875, 'learning_rate': 9.28383358533952e-05, 'epoch': 5.33}
{'loss': 0.1313, 'grad_norm': 61145.26953125, 'learning_rate': 9.282192909031137e-05, 'epoch': 5.34}
{'loss': 0.1281, 'grad_norm': 67565.953125, 'learning_rate': 9.28055050086563e-05, 'epoch': 5.34}
{'loss': 0.1239, 'grad_norm': 62206.1796875, 'learning_rate': 9.278906361507238e-05, 'epoch': 5.35}
{'loss': 0.1177, 'grad_norm': 55732.40625, 'learning_rate': 9.277260491620907e-05, 'epoch': 5.35}
{'loss': 0.1148, 'grad_norm': 54639.85546875, 'learning_rate': 9.275612891872279e-05, 'epoch': 5.36}
{'loss': 0.1129, 'grad_norm': 56603.5078125, 'learning_rate': 9.273963562927695e-05, 'epoch': 5.36}
{'loss': 0.1184, 'grad_norm': 52309.92578125, 'learning_rate': 9.2723125054542e-05, 'epoch': 5.37}
{'loss': 0.1208, 'grad_norm': 62615.94921875, 'learning_rate': 9.270659720119533e-05, 'epoch': 5.37}
{'loss': 0.1262, 'grad_norm': 71379.8046875, 'learning_rate': 9.269005207592134e-05, 'epoch': 5.38}
{'loss': 0.1152, 'grad_norm': 56728.4765625, 'learning_rate': 9.267348968541143e-05, 'epoch': 5.38}
{'loss': 0.1271, 'grad_norm': 70352.3828125, 'learning_rate': 9.265691003636394e-05, 'epoch': 5.39}
{'loss': 0.13, 'grad_norm': 60476.37890625, 'learning_rate': 9.264031313548422e-05, 'epoch': 5.39}
{'loss': 0.113, 'grad_norm': 52003.91796875, 'learning_rate': 9.262369898948462e-05, 'epoch': 5.4}
{'loss': 0.1194, 'grad_norm': 59549.9921875, 'learning_rate': 9.26070676050844e-05, 'epoch': 5.4}
{'loss': 0.1124, 'grad_norm': 55993.4453125, 'learning_rate': 9.259041898900985e-05, 'epoch': 5.41}
{'loss': 0.114, 'grad_norm': 48833.171875, 'learning_rate': 9.25737531479942e-05, 'epoch': 5.41}
{'loss': 0.1099, 'grad_norm': 49772.2265625, 'learning_rate': 9.255707008877767e-05, 'epoch': 5.41}
{'loss': 0.1093, 'grad_norm': 48925.5625, 'learning_rate': 9.25403698181074e-05, 'epoch': 5.42}
{'loss': 0.1011, 'grad_norm': 41543.91015625, 'learning_rate': 9.252365234273755e-05, 'epoch': 5.42}
{'loss': 0.1067, 'grad_norm': 47690.45703125, 'learning_rate': 9.250691766942919e-05, 'epoch': 5.43}
{'loss': 0.1079, 'grad_norm': 53051.76171875, 'learning_rate': 9.249016580495035e-05, 'epoch': 5.43}
{'loss': 0.1122, 'grad_norm': 50404.828125, 'learning_rate': 9.247339675607605e-05, 'epoch': 5.44}
{'loss': 0.101, 'grad_norm': 45584.9765625, 'learning_rate': 9.245661052958823e-05, 'epoch': 5.44}
{'loss': 0.1076, 'grad_norm': 59827.87109375, 'learning_rate': 9.243980713227578e-05, 'epoch': 5.45}
{'loss': 0.1074, 'grad_norm': 55272.859375, 'learning_rate': 9.242298657093452e-05, 'epoch': 5.45}
{'loss': 0.1115, 'grad_norm': 58622.38671875, 'learning_rate': 9.240614885236725e-05, 'epoch': 5.46}
{'loss': 0.1133, 'grad_norm': 65142.890625, 'learning_rate': 9.238929398338367e-05, 'epoch': 5.46}
{'loss': 0.1095, 'grad_norm': 54768.1484375, 'learning_rate': 9.237242197080045e-05, 'epoch': 5.47}
{'loss': 0.1019, 'grad_norm': 48283.91015625, 'learning_rate': 9.235553282144118e-05, 'epoch': 5.47}
{'loss': 0.0967, 'grad_norm': 42700.46875, 'learning_rate': 9.233862654213634e-05, 'epoch': 5.48}
{'loss': 0.1295, 'grad_norm': 91516.4453125, 'learning_rate': 9.232170313972342e-05, 'epoch': 5.48}
{'loss': 0.3095, 'grad_norm': 165808.84375, 'learning_rate': 9.230476262104677e-05, 'epoch': 5.49}
{'loss': 0.2937, 'grad_norm': 155163.578125, 'learning_rate': 9.228780499295769e-05, 'epoch': 5.49}
{'loss': 0.2172, 'grad_norm': 109940.2265625, 'learning_rate': 9.22708302623144e-05, 'epoch': 5.5}
{'loss': 0.189, 'grad_norm': 105129.5703125, 'learning_rate': 9.225383843598199e-05, 'epoch': 5.5}
{'loss': 0.2036, 'grad_norm': 87936.9765625, 'learning_rate': 9.223682952083255e-05, 'epoch': 5.51}
{'loss': 0.1439, 'grad_norm': 68338.4375, 'learning_rate': 9.2219803523745e-05, 'epoch': 5.51}
{'loss': 0.1411, 'grad_norm': 60807.9296875, 'learning_rate': 9.220276045160523e-05, 'epoch': 5.52}
{'loss': 0.1457, 'grad_norm': 68497.9921875, 'learning_rate': 9.2185700311306e-05, 'epoch': 5.52}
{'loss': 0.1419, 'grad_norm': 56252.48046875, 'learning_rate': 9.216862310974696e-05, 'epoch': 5.53}
{'loss': 0.1469, 'grad_norm': 64016.88671875, 'learning_rate': 9.215152885383474e-05, 'epoch': 5.53}
{'loss': 0.1274, 'grad_norm': 54476.86328125, 'learning_rate': 9.213441755048274e-05, 'epoch': 5.53}
{'loss': 0.1136, 'grad_norm': 49990.3359375, 'learning_rate': 9.211728920661136e-05, 'epoch': 5.54}
{'loss': 0.1257, 'grad_norm': 53802.09375, 'learning_rate': 9.210014382914784e-05, 'epoch': 5.54}
{'loss': 0.1192, 'grad_norm': 56941.421875, 'learning_rate': 9.208298142502636e-05, 'epoch': 5.55}
{'loss': 0.12, 'grad_norm': 52024.64453125, 'learning_rate': 9.206580200118791e-05, 'epoch': 5.55}
{'loss': 0.1219, 'grad_norm': 53525.19140625, 'learning_rate': 9.204860556458041e-05, 'epoch': 5.56}
{'loss': 0.1196, 'grad_norm': 55951.46875, 'learning_rate': 9.203139212215868e-05, 'epoch': 5.56}
{'loss': 0.1258, 'grad_norm': 59890.609375, 'learning_rate': 9.201416168088437e-05, 'epoch': 5.57}
{'loss': 0.1445, 'grad_norm': 82746.234375, 'learning_rate': 9.199691424772603e-05, 'epoch': 5.57}
{'loss': 0.1386, 'grad_norm': 78317.5078125, 'learning_rate': 9.197964982965907e-05, 'epoch': 5.58}
{'loss': 0.1317, 'grad_norm': 61882.94921875, 'learning_rate': 9.196236843366582e-05, 'epoch': 5.58}
{'loss': 0.1306, 'grad_norm': 64728.93359375, 'learning_rate': 9.194507006673539e-05, 'epoch': 5.59}
{'loss': 0.1231, 'grad_norm': 61718.9453125, 'learning_rate': 9.192775473586379e-05, 'epoch': 5.59}
{'loss': 0.1346, 'grad_norm': 64466.99609375, 'learning_rate': 9.191042244805395e-05, 'epoch': 5.6}
{'loss': 0.1212, 'grad_norm': 57921.16796875, 'learning_rate': 9.189307321031557e-05, 'epoch': 5.6}
{'loss': 0.1374, 'grad_norm': 60066.0078125, 'learning_rate': 9.187570702966525e-05, 'epoch': 5.61}
{'loss': 0.1302, 'grad_norm': 72239.484375, 'learning_rate': 9.185832391312644e-05, 'epoch': 5.61}
{'loss': 0.13, 'grad_norm': 55880.7734375, 'learning_rate': 9.184092386772942e-05, 'epoch': 5.62}
{'loss': 0.1346, 'grad_norm': 62550.60546875, 'learning_rate': 9.182350690051133e-05, 'epoch': 5.62}
{'loss': 0.1297, 'grad_norm': 55352.33203125, 'learning_rate': 9.18060730185162e-05, 'epoch': 5.63}
{'loss': 0.1135, 'grad_norm': 48947.14453125, 'learning_rate': 9.178862222879478e-05, 'epoch': 5.63}
{'loss': 0.1075, 'grad_norm': 44983.125, 'learning_rate': 9.177115453840479e-05, 'epoch': 5.64}
{'loss': 0.1063, 'grad_norm': 41758.28515625, 'learning_rate': 9.17536699544107e-05, 'epoch': 5.64}
{'loss': 0.114, 'grad_norm': 50191.328125, 'learning_rate': 9.173616848388387e-05, 'epoch': 5.65}
{'loss': 0.1094, 'grad_norm': 49707.91796875, 'learning_rate': 9.171865013390243e-05, 'epoch': 5.65}
{'loss': 0.1035, 'grad_norm': 45761.12109375, 'learning_rate': 9.170111491155138e-05, 'epoch': 5.65}
{'loss': 0.1061, 'grad_norm': 48115.15234375, 'learning_rate': 9.168356282392251e-05, 'epoch': 5.66}
{'loss': 0.1058, 'grad_norm': 50917.3984375, 'learning_rate': 9.166599387811449e-05, 'epoch': 5.66}
{'loss': 0.1196, 'grad_norm': 53917.97265625, 'learning_rate': 9.164840808123273e-05, 'epoch': 5.67}
{'loss': 0.1008, 'grad_norm': 46009.0390625, 'learning_rate': 9.163080544038952e-05, 'epoch': 5.67}
{'loss': 0.1086, 'grad_norm': 56143.46875, 'learning_rate': 9.161318596270393e-05, 'epoch': 5.68}
{'loss': 0.1061, 'grad_norm': 50830.65625, 'learning_rate': 9.159554965530184e-05, 'epoch': 5.68}
{'loss': 0.1037, 'grad_norm': 46591.046875, 'learning_rate': 9.157789652531595e-05, 'epoch': 5.69}
{'loss': 0.1152, 'grad_norm': 60348.41015625, 'learning_rate': 9.156022657988574e-05, 'epoch': 5.69}
{'loss': 0.1144, 'grad_norm': 65928.828125, 'learning_rate': 9.154253982615754e-05, 'epoch': 5.7}
{'loss': 0.1074, 'grad_norm': 61167.28125, 'learning_rate': 9.152483627128441e-05, 'epoch': 5.7}
{'loss': 0.1103, 'grad_norm': 55071.2578125, 'learning_rate': 9.150711592242626e-05, 'epoch': 5.71}
{'loss': 0.0992, 'grad_norm': 43733.546875, 'learning_rate': 9.148937878674976e-05, 'epoch': 5.71}
{'loss': 0.0972, 'grad_norm': 54527.33203125, 'learning_rate': 9.147162487142838e-05, 'epoch': 5.72}
{'loss': 0.1405, 'grad_norm': 76049.6640625, 'learning_rate': 9.145385418364239e-05, 'epoch': 5.72}
{'loss': 0.3133, 'grad_norm': 120905.4375, 'learning_rate': 9.143606673057882e-05, 'epoch': 5.73}
{'loss': 0.2061, 'grad_norm': 98200.640625, 'learning_rate': 9.14182625194315e-05, 'epoch': 5.73}
{'loss': 0.1797, 'grad_norm': 84995.046875, 'learning_rate': 9.140044155740101e-05, 'epoch': 5.74}
{'loss': 0.158, 'grad_norm': 78582.6953125, 'learning_rate': 9.138260385169472e-05, 'epoch': 5.74}
{'loss': 0.1705, 'grad_norm': 74528.6015625, 'learning_rate': 9.136474940952681e-05, 'epoch': 5.75}
{'loss': 0.1571, 'grad_norm': 67287.0625, 'learning_rate': 9.134687823811818e-05, 'epoch': 5.75}
{'loss': 0.116, 'grad_norm': 58804.52734375, 'learning_rate': 9.132899034469647e-05, 'epoch': 5.76}
{'loss': 0.1246, 'grad_norm': 55555.90625, 'learning_rate': 9.131108573649617e-05, 'epoch': 5.76}
{'loss': 0.1298, 'grad_norm': 59830.24609375, 'learning_rate': 9.129316442075846e-05, 'epoch': 5.76}
{'loss': 0.1144, 'grad_norm': 48880.79296875, 'learning_rate': 9.127522640473129e-05, 'epoch': 5.77}
{'loss': 0.113, 'grad_norm': 49326.59765625, 'learning_rate': 9.12572716956694e-05, 'epoch': 5.77}
{'loss': 0.1282, 'grad_norm': 56374.04296875, 'learning_rate': 9.123930030083425e-05, 'epoch': 5.78}
{'loss': 0.1395, 'grad_norm': 61218.60546875, 'learning_rate': 9.122131222749402e-05, 'epoch': 5.78}
{'loss': 0.1314, 'grad_norm': 57773.8515625, 'learning_rate': 9.12033074829237e-05, 'epoch': 5.79}
{'loss': 0.1148, 'grad_norm': 53832.91015625, 'learning_rate': 9.118528607440497e-05, 'epoch': 5.79}
{'loss': 0.1222, 'grad_norm': 55209.859375, 'learning_rate': 9.116724800922629e-05, 'epoch': 5.8}
{'loss': 0.1244, 'grad_norm': 60172.5, 'learning_rate': 9.114919329468282e-05, 'epoch': 5.8}
{'loss': 0.1268, 'grad_norm': 73387.1484375, 'learning_rate': 9.113112193807649e-05, 'epoch': 5.81}
{'loss': 0.136, 'grad_norm': 78634.65625, 'learning_rate': 9.111303394671591e-05, 'epoch': 5.81}
{'loss': 0.1235, 'grad_norm': 65632.1875, 'learning_rate': 9.109492932791647e-05, 'epoch': 5.82}
{'loss': 0.1156, 'grad_norm': 57447.91796875, 'learning_rate': 9.107680808900025e-05, 'epoch': 5.82}
{'loss': 0.1106, 'grad_norm': 50034.92578125, 'learning_rate': 9.105867023729608e-05, 'epoch': 5.83}
{'loss': 0.1098, 'grad_norm': 57512.578125, 'learning_rate': 9.104051578013949e-05, 'epoch': 5.83}
{'loss': 0.1068, 'grad_norm': 52836.84375, 'learning_rate': 9.102234472487271e-05, 'epoch': 5.84}
{'loss': 0.1217, 'grad_norm': 64275.69140625, 'learning_rate': 9.100415707884472e-05, 'epoch': 5.84}
{'loss': 0.1089, 'grad_norm': 52144.98828125, 'learning_rate': 9.098595284941119e-05, 'epoch': 5.85}
{'loss': 0.1172, 'grad_norm': 50885.74609375, 'learning_rate': 9.096773204393449e-05, 'epoch': 5.85}
{'loss': 0.1108, 'grad_norm': 52455.7890625, 'learning_rate': 9.09494946697837e-05, 'epoch': 5.86}
{'loss': 0.1141, 'grad_norm': 51083.63671875, 'learning_rate': 9.093124073433463e-05, 'epoch': 5.86}
{'loss': 0.1131, 'grad_norm': 53144.41796875, 'learning_rate': 9.091297024496972e-05, 'epoch': 5.87}
{'loss': 0.1164, 'grad_norm': 62425.70703125, 'learning_rate': 9.089468320907818e-05, 'epoch': 5.87}
{'loss': 0.1129, 'grad_norm': 55007.98046875, 'learning_rate': 9.087637963405587e-05, 'epoch': 5.88}
{'loss': 0.116, 'grad_norm': 59234.5546875, 'learning_rate': 9.085805952730533e-05, 'epoch': 5.88}
{'loss': 0.1158, 'grad_norm': 55211.8203125, 'learning_rate': 9.083972289623581e-05, 'epoch': 5.88}
{'loss': 0.1147, 'grad_norm': 58770.5625, 'learning_rate': 9.082136974826325e-05, 'epoch': 5.89}
{'loss': 0.1082, 'grad_norm': 57020.83984375, 'learning_rate': 9.080300009081024e-05, 'epoch': 5.89}
{'loss': 0.1028, 'grad_norm': 44488.70703125, 'learning_rate': 9.078461393130608e-05, 'epoch': 5.9}
{'loss': 0.1166, 'grad_norm': 47782.8203125, 'learning_rate': 9.076621127718672e-05, 'epoch': 5.9}
{'loss': 0.1119, 'grad_norm': 45003.48046875, 'learning_rate': 9.074779213589478e-05, 'epoch': 5.91}
{'loss': 0.1043, 'grad_norm': 45758.46484375, 'learning_rate': 9.072935651487954e-05, 'epoch': 5.91}
{'loss': 0.1037, 'grad_norm': 42667.171875, 'learning_rate': 9.0710904421597e-05, 'epoch': 5.92}
{'loss': 0.0998, 'grad_norm': 44565.41015625, 'learning_rate': 9.069243586350975e-05, 'epoch': 5.92}
{'loss': 0.1001, 'grad_norm': 50660.1796875, 'learning_rate': 9.067395084808709e-05, 'epoch': 5.93}
{'loss': 0.1048, 'grad_norm': 49907.7890625, 'learning_rate': 9.065544938280495e-05, 'epoch': 5.93}
{'loss': 0.0981, 'grad_norm': 48494.546875, 'learning_rate': 9.063693147514593e-05, 'epoch': 5.94}
{'loss': 0.0983, 'grad_norm': 50141.51171875, 'learning_rate': 9.061839713259926e-05, 'epoch': 5.94}
{'loss': 0.111, 'grad_norm': 60894.34765625, 'learning_rate': 9.059984636266083e-05, 'epoch': 5.95}
{'loss': 0.1032, 'grad_norm': 62592.8046875, 'learning_rate': 9.058127917283316e-05, 'epoch': 5.95}
{'loss': 0.1056, 'grad_norm': 63967.953125, 'learning_rate': 9.056269557062543e-05, 'epoch': 5.96}
{'loss': 0.1756, 'grad_norm': 80721.8984375, 'learning_rate': 9.054409556355345e-05, 'epoch': 5.96}
{'loss': 0.1847, 'grad_norm': 99536.1640625, 'learning_rate': 9.052547915913967e-05, 'epoch': 5.97}
{'loss': 0.1782, 'grad_norm': 112898.375, 'learning_rate': 9.050684636491316e-05, 'epoch': 5.97}
{'loss': 0.1951, 'grad_norm': 113413.5625, 'learning_rate': 9.048819718840961e-05, 'epoch': 5.98}
{'loss': 0.1601, 'grad_norm': 79473.703125, 'learning_rate': 9.046953163717137e-05, 'epoch': 5.98}
{'loss': 0.1334, 'grad_norm': 59244.2109375, 'learning_rate': 9.045084971874738e-05, 'epoch': 5.99}
{'loss': 0.1129, 'grad_norm': 42578.42578125, 'learning_rate': 9.043215144069321e-05, 'epoch': 5.99}
{'loss': 0.1085, 'grad_norm': 42678.58984375, 'learning_rate': 9.041343681057106e-05, 'epoch': 6.0}
{'loss': 0.0971, 'grad_norm': 36186.3359375, 'learning_rate': 9.039470583594971e-05, 'epoch': 6.0}
{'loss': 0.1694, 'grad_norm': 66390.265625, 'learning_rate': 9.03759585244046e-05, 'epoch': 6.0}
{'loss': 0.1893, 'grad_norm': 64840.26953125, 'learning_rate': 9.035719488351773e-05, 'epoch': 6.01}
{'loss': 0.1393, 'grad_norm': 59073.8671875, 'learning_rate': 9.033841492087771e-05, 'epoch': 6.01}
{'loss': 0.1139, 'grad_norm': 53454.046875, 'learning_rate': 9.031961864407978e-05, 'epoch': 6.02}
{'loss': 0.1323, 'grad_norm': 56717.90625, 'learning_rate': 9.030080606072577e-05, 'epoch': 6.02}
{'loss': 0.0984, 'grad_norm': 47047.48046875, 'learning_rate': 9.028197717842409e-05, 'epoch': 6.03}
{'loss': 0.0976, 'grad_norm': 49148.26953125, 'learning_rate': 9.026313200478973e-05, 'epoch': 6.03}
{'loss': 0.1152, 'grad_norm': 63212.015625, 'learning_rate': 9.024427054744431e-05, 'epoch': 6.04}
{'loss': 0.1067, 'grad_norm': 59847.20703125, 'learning_rate': 9.022539281401601e-05, 'epoch': 6.04}
{'loss': 0.1036, 'grad_norm': 47059.55078125, 'learning_rate': 9.020649881213958e-05, 'epoch': 6.05}
{'loss': 0.0967, 'grad_norm': 47110.73046875, 'learning_rate': 9.018758854945637e-05, 'epoch': 6.05}
{'loss': 0.0986, 'grad_norm': 47716.8828125, 'learning_rate': 9.016866203361431e-05, 'epoch': 6.06}
{'loss': 0.0989, 'grad_norm': 47411.76171875, 'learning_rate': 9.014971927226788e-05, 'epoch': 6.06}
{'loss': 0.096, 'grad_norm': 52798.1796875, 'learning_rate': 9.013076027307817e-05, 'epoch': 6.07}
{'loss': 0.1024, 'grad_norm': 53248.94921875, 'learning_rate': 9.011178504371278e-05, 'epoch': 6.07}
{'loss': 0.0984, 'grad_norm': 45027.890625, 'learning_rate': 9.009279359184593e-05, 'epoch': 6.08}
{'loss': 0.1077, 'grad_norm': 52356.7265625, 'learning_rate': 9.007378592515836e-05, 'epoch': 6.08}
{'loss': 0.1017, 'grad_norm': 49943.09375, 'learning_rate': 9.00547620513374e-05, 'epoch': 6.09}
{'loss': 0.1092, 'grad_norm': 48850.49609375, 'learning_rate': 9.00357219780769e-05, 'epoch': 6.09}
{'loss': 0.1039, 'grad_norm': 42893.74609375, 'learning_rate': 9.00166657130773e-05, 'epoch': 6.1}
{'loss': 0.1064, 'grad_norm': 48765.08203125, 'learning_rate': 8.999759326404555e-05, 'epoch': 6.1}
