Token has not been saved to git credential helper. Pass `add_to_git_credential=True` if you want to set the git credential as well.
Token is valid (permission: write).
Your token has been saved to /home/016651544/.cache/huggingface/token
Login successful
DEVICE:-  cuda:0
Read Data!! 
Dataset dictionary: 
 DatasetDict({
    train: Dataset({
        features: ['text'],
        num_rows: 20000
    })
    validation: Dataset({
        features: ['text'],
        num_rows: 2000
    })
})
{'quant_method': <QuantizationMethod.BITS_AND_BYTES: 'bitsandbytes'>, 'load_in_8bit': False, 'load_in_4bit': True, 'llm_int8_threshold': 6.0, 'llm_int8_skip_modules': None, 'llm_int8_enable_fp32_cpu_offload': False, 'llm_int8_has_fp16_weight': False, 'bnb_4bit_quant_type': 'nf4', 'bnb_4bit_use_double_quant': False, 'bnb_4bit_compute_dtype': 'float16'}
{'loss': 2.5348, 'learning_rate': 1.020408163265306e-06, 'epoch': 0.01}
{'loss': 0.3263, 'learning_rate': 9.689045666434944e-05, 'epoch': 3.92}
{'loss': 0.3049, 'learning_rate': 9.686094515415347e-05, 'epoch': 3.94}
{'loss': 0.2725, 'learning_rate': 9.683129880085996e-05, 'epoch': 3.95}
{'loss': 0.2673, 'learning_rate': 9.680151768977675e-05, 'epoch': 3.96}
{'loss': 0.3286, 'learning_rate': 9.677160190659946e-05, 'epoch': 3.97}
{'loss': 0.4355, 'learning_rate': 9.674155153741119e-05, 'epoch': 3.99}
{'loss': 0.2812, 'learning_rate': 9.671136666868239e-05, 'epoch': 4.0}
{'loss': 0.457, 'learning_rate': 9.668104738727044e-05, 'epoch': 4.01}
{'loss': 0.4903, 'learning_rate': 9.665059378041959e-05, 'epoch': 4.03}
{'loss': 0.403, 'learning_rate': 9.662000593576053e-05, 'epoch': 4.04}
{'loss': 0.3423, 'learning_rate': 9.658928394131028e-05, 'epoch': 4.05}
{'loss': 0.3424, 'learning_rate': 9.655842788547184e-05, 'epoch': 4.06}
{'loss': 0.3718, 'learning_rate': 9.6527437857034e-05, 'epoch': 4.08}
{'loss': 0.3485, 'learning_rate': 9.649631394517104e-05, 'epoch': 4.09}
{'loss': 0.3397, 'learning_rate': 9.646505623944252e-05, 'epoch': 4.1}
{'loss': 0.3147, 'learning_rate': 9.643366482979296e-05, 'epoch': 4.12}
{'loss': 0.3315, 'learning_rate': 9.640213980655162e-05, 'epoch': 4.13}
{'loss': 0.2861, 'learning_rate': 9.637048126043226e-05, 'epoch': 4.14}
{'loss': 0.296, 'learning_rate': 9.633868928253282e-05, 'epoch': 4.15}
{'loss': 0.269, 'learning_rate': 9.630676396433523e-05, 'epoch': 4.17}
{'loss': 0.268, 'learning_rate': 9.627470539770508e-05, 'epoch': 4.18}
{'loss': 0.2721, 'learning_rate': 9.62425136748914e-05, 'epoch': 4.19}
{'loss': 0.2676, 'learning_rate': 9.621018888852635e-05, 'epoch': 4.2}
{'loss': 0.2247, 'learning_rate': 9.617773113162505e-05, 'epoch': 4.22}
{'loss': 0.2175, 'learning_rate': 9.614514049758515e-05, 'epoch': 4.23}
{'loss': 0.2161, 'learning_rate': 9.611241708018672e-05, 'epoch': 4.24}
{'loss': 0.4584, 'learning_rate': 9.607956097359192e-05, 'epoch': 4.26}
{'loss': 0.5089, 'learning_rate': 9.604657227234469e-05, 'epoch': 4.27}
{'loss': 0.438, 'learning_rate': 9.601345107137053e-05, 'epoch': 4.28}
{'loss': 0.3853, 'learning_rate': 9.598019746597621e-05, 'epoch': 4.29}
{'loss': 0.3689, 'learning_rate': 9.594681155184952e-05, 'epoch': 4.31}
{'loss': 0.3813, 'learning_rate': 9.591329342505892e-05, 'epoch': 4.32}
{'loss': 0.3525, 'learning_rate': 9.587964318205336e-05, 'epoch': 4.33}
{'loss': 0.3396, 'learning_rate': 9.584586091966192e-05, 'epoch': 4.35}
{'loss': 0.3149, 'learning_rate': 9.581194673509358e-05, 'epoch': 4.36}
{'loss': 0.3173, 'learning_rate': 9.577790072593695e-05, 'epoch': 4.37}
{'loss': 0.2821, 'learning_rate': 9.574372299015995e-05, 'epoch': 4.38}
{'loss': 0.2907, 'learning_rate': 9.570941362610952e-05, 'epoch': 4.4}
{'loss': 0.2678, 'learning_rate': 9.567497273251142e-05, 'epoch': 4.41}
{'loss': 0.2691, 'learning_rate': 9.564040040846985e-05, 'epoch': 4.42}
{'loss': 0.2695, 'learning_rate': 9.56056967534672e-05, 'epoch': 4.43}
{'loss': 0.2522, 'learning_rate': 9.557086186736377e-05, 'epoch': 4.45}
{'loss': 0.2133, 'learning_rate': 9.55358958503975e-05, 'epoch': 4.46}
{'loss': 0.2231, 'learning_rate': 9.550079880318364e-05, 'epoch': 4.47}
{'loss': 0.2052, 'learning_rate': 9.546557082671448e-05, 'epoch': 4.49}
{'loss': 0.4732, 'learning_rate': 9.543021202235909e-05, 'epoch': 4.5}
{'loss': 0.5074, 'learning_rate': 9.539472249186297e-05, 'epoch': 4.51}
{'loss': 0.3966, 'learning_rate': 9.535910233734779e-05, 'epoch': 4.52}
{'loss': 0.3403, 'learning_rate': 9.53233516613111e-05, 'epoch': 4.54}
{'loss': 0.3282, 'learning_rate': 9.528747056662604e-05, 'epoch': 4.55}
{'loss': 0.3505, 'learning_rate': 9.5251459156541e-05, 'epoch': 4.56}
{'loss': 0.3317, 'learning_rate': 9.521531753467935e-05, 'epoch': 4.58}
{'loss': 0.3249, 'learning_rate': 9.517904580503921e-05, 'epoch': 4.59}
{'loss': 0.3198, 'learning_rate': 9.514264407199304e-05, 'epoch': 4.6}
{'loss': 0.2836, 'learning_rate': 9.510611244028738e-05, 'epoch': 4.61}
{'loss': 0.2803, 'learning_rate': 9.506945101504257e-05, 'epoch': 4.63}
{'loss': 0.2713, 'learning_rate': 9.50326599017524e-05, 'epoch': 4.64}
{'loss': 0.2374, 'learning_rate': 9.499573920628395e-05, 'epoch': 4.65}
{'loss': 0.2488, 'learning_rate': 9.495868903487701e-05, 'epoch': 4.66}
{'loss': 0.2424, 'learning_rate': 9.492150949414407e-05, 'epoch': 4.68}
{'loss': 0.2391, 'learning_rate': 9.488420069106982e-05, 'epoch': 4.69}
{'loss': 0.2214, 'learning_rate': 9.484676273301093e-05, 'epoch': 4.7}
{'loss': 0.2118, 'learning_rate': 9.48091957276957e-05, 'epoch': 4.72}
{'loss': 0.2107, 'learning_rate': 9.477149978322378e-05, 'epoch': 4.73}
{'loss': 0.3979, 'learning_rate': 9.47336750080658e-05, 'epoch': 4.74}
{'loss': 0.3913, 'learning_rate': 9.469572151106319e-05, 'epoch': 4.75}
{'loss': 0.3429, 'learning_rate': 9.46576394014277e-05, 'epoch': 4.77}
{'loss': 0.2901, 'learning_rate': 9.461942878874119e-05, 'epoch': 4.78}
{'loss': 0.3118, 'learning_rate': 9.45810897829553e-05, 'epoch': 4.79}
{'loss': 0.2984, 'learning_rate': 9.454262249439112e-05, 'epoch': 4.81}
{'loss': 0.2907, 'learning_rate': 9.450402703373884e-05, 'epoch': 4.82}
{'loss': 0.2978, 'learning_rate': 9.446530351205754e-05, 'epoch': 4.83}
{'loss': 0.2762, 'learning_rate': 9.442645204077472e-05, 'epoch': 4.84}
{'loss': 0.2742, 'learning_rate': 9.438747273168612e-05, 'epoch': 4.86}
{'loss': 0.2825, 'learning_rate': 9.434836569695526e-05, 'epoch': 4.87}
{'loss': 0.258, 'learning_rate': 9.430913104911331e-05, 'epoch': 4.88}
{'loss': 0.2312, 'learning_rate': 9.426976890105852e-05, 'epoch': 4.89}
{'loss': 0.2208, 'learning_rate': 9.423027936605612e-05, 'epoch': 4.91}
{'loss': 0.2313, 'learning_rate': 9.419066255773783e-05, 'epoch': 4.92}
{'loss': 0.2354, 'learning_rate': 9.415091859010166e-05, 'epoch': 4.93}
{'loss': 0.2134, 'learning_rate': 9.411104757751148e-05, 'epoch': 4.95}
{'loss': 0.2135, 'learning_rate': 9.407104963469673e-05, 'epoch': 4.96}
{'loss': 0.2077, 'learning_rate': 9.403092487675214e-05, 'epoch': 4.97}
{'loss': 0.3112, 'learning_rate': 9.399067341913732e-05, 'epoch': 4.98}
{'eval_loss': 0.29879283905029297, 'eval_runtime': 78.0334, 'eval_samples_per_second': 25.63, 'eval_steps_per_second': 3.204, 'epoch': 4.98}
{'loss': 0.2252, 'learning_rate': 9.395029537767645e-05, 'epoch': 5.0}
{'loss': 0.2806, 'learning_rate': 9.390979086855798e-05, 'epoch': 5.01}
{'loss': 0.3373, 'learning_rate': 9.386916000833428e-05, 'epoch': 5.02}
{'loss': 0.2746, 'learning_rate': 9.382840291392124e-05, 'epoch': 5.04}
{'loss': 0.2342, 'learning_rate': 9.378751970259807e-05, 'epoch': 5.05}
{'loss': 0.2162, 'learning_rate': 9.374651049200684e-05, 'epoch': 5.06}
{'loss': 0.2291, 'learning_rate': 9.370537540015218e-05, 'epoch': 5.07}
{'loss': 0.2264, 'learning_rate': 9.366411454540095e-05, 'epoch': 5.09}
{'loss': 0.2255, 'learning_rate': 9.362272804648191e-05, 'epoch': 5.1}
{'loss': 0.2276, 'learning_rate': 9.358121602248538e-05, 'epoch': 5.11}
{'loss': 0.2302, 'learning_rate': 9.35395785928628e-05, 'epoch': 5.12}
{'loss': 0.2153, 'learning_rate': 9.349781587742655e-05, 'epoch': 5.14}
{'loss': 0.2189, 'learning_rate': 9.345592799634949e-05, 'epoch': 5.15}
{'loss': 0.1858, 'learning_rate': 9.341391507016466e-05, 'epoch': 5.16}
{'loss': 0.1927, 'learning_rate': 9.337177721976489e-05, 'epoch': 5.18}
{'loss': 0.1935, 'learning_rate': 9.332951456640248e-05, 'epoch': 5.19}
{'loss': 0.1882, 'learning_rate': 9.328712723168893e-05, 'epoch': 5.2}
{'loss': 0.1861, 'learning_rate': 9.324461533759441e-05, 'epoch': 5.21}
{'loss': 0.1755, 'learning_rate': 9.320197900644757e-05, 'epoch': 5.23}
{'loss': 0.1859, 'learning_rate': 9.315921836093511e-05, 'epoch': 5.24}
{'loss': 0.2843, 'learning_rate': 9.311633352410145e-05, 'epoch': 5.25}
{'loss': 0.3572, 'learning_rate': 9.307332461934838e-05, 'epoch': 5.27}
{'loss': 0.276, 'learning_rate': 9.303019177043468e-05, 'epoch': 5.28}
{'loss': 0.2483, 'learning_rate': 9.29869351014758e-05, 'epoch': 5.29}
{'loss': 0.2331, 'learning_rate': 9.29435547369435e-05, 'epoch': 5.3}
{'loss': 0.2477, 'learning_rate': 9.290005080166541e-05, 'epoch': 5.32}
{'loss': 0.244, 'learning_rate': 9.285642342082482e-05, 'epoch': 5.33}
{'loss': 0.2406, 'learning_rate': 9.281267271996015e-05, 'epoch': 5.34}
{'loss': 0.216, 'learning_rate': 9.276879882496477e-05, 'epoch': 5.35}
{'loss': 0.235, 'learning_rate': 9.272480186208646e-05, 'epoch': 5.37}
{'loss': 0.2066, 'learning_rate': 9.268068195792717e-05, 'epoch': 5.38}
{'loss': 0.2094, 'learning_rate': 9.263643923944261e-05, 'epoch': 5.39}
{'loss': 0.186, 'learning_rate': 9.259207383394191e-05, 'epoch': 5.41}
{'loss': 0.2084, 'learning_rate': 9.25475858690872e-05, 'epoch': 5.42}
{'loss': 0.1943, 'learning_rate': 9.250297547289329e-05, 'epoch': 5.43}
{'loss': 0.1917, 'learning_rate': 9.245824277372728e-05, 'epoch': 5.44}
{'loss': 0.1818, 'learning_rate': 9.24133879003082e-05, 'epoch': 5.46}
{'loss': 0.168, 'learning_rate': 9.236841098170668e-05, 'epoch': 5.47}
{'loss': 0.1709, 'learning_rate': 9.232331214734446e-05, 'epoch': 5.48}
{'loss': 0.2416, 'learning_rate': 9.227809152699418e-05, 'epoch': 5.5}
{'loss': 0.296, 'learning_rate': 9.223274925077883e-05, 'epoch': 5.51}
{'loss': 0.2589, 'learning_rate': 9.218728544917155e-05, 'epoch': 5.52}
{'loss': 0.2437, 'learning_rate': 9.214170025299513e-05, 'epoch': 5.53}
{'loss': 0.2172, 'learning_rate': 9.209599379342165e-05, 'epoch': 5.55}
{'loss': 0.2225, 'learning_rate': 9.20501662019722e-05, 'epoch': 5.56}
{'loss': 0.2165, 'learning_rate': 9.200421761051637e-05, 'epoch': 5.57}
{'loss': 0.2361, 'learning_rate': 9.195814815127193e-05, 'epoch': 5.58}
{'loss': 0.2146, 'learning_rate': 9.191195795680448e-05, 'epoch': 5.6}
{'loss': 0.2079, 'learning_rate': 9.186564716002701e-05, 'epoch': 5.61}
{'loss': 0.2129, 'learning_rate': 9.181921589419957e-05, 'epoch': 5.62}
{'loss': 0.2159, 'learning_rate': 9.177266429292884e-05, 'epoch': 5.64}
{'loss': 0.1976, 'learning_rate': 9.172599249016779e-05, 'epoch': 5.65}
{'loss': 0.1769, 'learning_rate': 9.167920062021524e-05, 'epoch': 5.66}
{'loss': 0.1889, 'learning_rate': 9.163228881771555e-05, 'epoch': 5.67}
{'loss': 0.1974, 'learning_rate': 9.158525721765811e-05, 'epoch': 5.69}
{'loss': 0.1787, 'learning_rate': 9.153810595537713e-05, 'epoch': 5.7}
{'loss': 0.1597, 'learning_rate': 9.149083516655108e-05, 'epoch': 5.71}
{'loss': 0.1701, 'learning_rate': 9.144344498720237e-05, 'epoch': 5.73}
{'loss': 0.2494, 'learning_rate': 9.139593555369701e-05, 'epoch': 5.74}
{'loss': 0.2735, 'learning_rate': 9.134830700274412e-05, 'epoch': 5.75}
{'loss': 0.2208, 'learning_rate': 9.13005594713956e-05, 'epoch': 5.76}
{'loss': 0.2204, 'learning_rate': 9.12526930970457e-05, 'epoch': 5.78}
{'loss': 0.2007, 'learning_rate': 9.120470801743064e-05, 'epoch': 5.79}
{'loss': 0.2168, 'learning_rate': 9.115660437062827e-05, 'epoch': 5.8}
{'loss': 0.2107, 'learning_rate': 9.110838229505759e-05, 'epoch': 5.81}
{'loss': 0.2078, 'learning_rate': 9.106004192947832e-05, 'epoch': 5.83}
{'loss': 0.1944, 'learning_rate': 9.101158341299065e-05, 'epoch': 5.84}
{'loss': 0.2042, 'learning_rate': 9.09630068850347e-05, 'epoch': 5.85}
{'loss': 0.1942, 'learning_rate': 9.091431248539017e-05, 'epoch': 5.87}
{'loss': 0.1975, 'learning_rate': 9.0865500354176e-05, 'epoch': 5.88}
{'loss': 0.1837, 'learning_rate': 9.08165706318498e-05, 'epoch': 5.89}
{'loss': 0.1943, 'learning_rate': 9.076752345920764e-05, 'epoch': 5.9}
{'loss': 0.1878, 'learning_rate': 9.07183589773835e-05, 'epoch': 5.92}
{'loss': 0.1859, 'learning_rate': 9.066907732784897e-05, 'epoch': 5.93}
{'loss': 0.1694, 'learning_rate': 9.061967865241273e-05, 'epoch': 5.94}
{'loss': 0.1568, 'learning_rate': 9.057016309322027e-05, 'epoch': 5.96}
{'loss': 0.1633, 'learning_rate': 9.052053079275333e-05, 'epoch': 5.97}
{'loss': 0.2286, 'learning_rate': 9.047078189382968e-05, 'epoch': 5.98}
{'loss': 0.2036, 'learning_rate': 9.042091653960249e-05, 'epoch': 5.99}
{'loss': 0.1716, 'learning_rate': 9.037093487356016e-05, 'epoch': 6.01}
{'loss': 0.221, 'learning_rate': 9.032083703952567e-05, 'epoch': 6.02}
{'loss': 0.1788, 'learning_rate': 9.02706231816563e-05, 'epoch': 6.03}
{'loss': 0.1817, 'learning_rate': 9.022029344444325e-05, 'epoch': 6.04}
{'loss': 0.1562, 'learning_rate': 9.01698479727111e-05, 'epoch': 6.06}
{'loss': 0.1607, 'learning_rate': 9.011928691161747e-05, 'epoch': 6.07}
{'loss': 0.1603, 'learning_rate': 9.00686104066526e-05, 'epoch': 6.08}
{'loss': 0.1617, 'learning_rate': 9.001781860363894e-05, 'epoch': 6.1}
{'loss': 0.1714, 'learning_rate': 8.996691164873067e-05, 'epoch': 6.11}
{'loss': 0.1534, 'learning_rate': 8.991588968841336e-05, 'epoch': 6.12}
{'loss': 0.1674, 'learning_rate': 8.986475286950347e-05, 'epoch': 6.13}
{'loss': 0.1664, 'learning_rate': 8.981350133914801e-05, 'epoch': 6.15}
{'loss': 0.1593, 'learning_rate': 8.976213524482405e-05, 'epoch': 6.16}
{'loss': 0.1695, 'learning_rate': 8.971065473433831e-05, 'epoch': 6.17}
{'loss': 0.1675, 'learning_rate': 8.965905995582679e-05, 'epoch': 6.19}
{'loss': 0.1633, 'learning_rate': 8.960735105775425e-05, 'epoch': 6.2}
{'loss': 0.159, 'learning_rate': 8.955552818891384e-05, 'epoch': 6.21}
{'loss': 0.149, 'learning_rate': 8.950359149842668e-05, 'epoch': 6.22}
{'loss': 0.1526, 'learning_rate': 8.945154113574141e-05, 'epoch': 6.24}
{'loss': 0.1728, 'learning_rate': 8.939937725063373e-05, 'epoch': 6.25}
{'loss': 0.2286, 'learning_rate': 8.934709999320605e-05, 'epoch': 6.26}
{'loss': 0.2058, 'learning_rate': 8.929470951388699e-05, 'epoch': 6.27}
{'loss': 0.1946, 'learning_rate': 8.924220596343097e-05, 'epoch': 6.29}
{'loss': 0.1695, 'learning_rate': 8.918958949291775e-05, 'epoch': 6.3}
{'loss': 0.1739, 'learning_rate': 8.913686025375207e-05, 'epoch': 6.31}
{'loss': 0.176, 'learning_rate': 8.908401839766314e-05, 'epoch': 6.33}
{'loss': 0.1805, 'learning_rate': 8.903106407670418e-05, 'epoch': 6.34}
{'loss': 0.1663, 'learning_rate': 8.897799744325211e-05, 'epoch': 6.35}
{'loss': 0.1675, 'learning_rate': 8.892481865000697e-05, 'epoch': 6.36}
{'loss': 0.1802, 'learning_rate': 8.887152784999158e-05, 'epoch': 6.38}
{'loss': 0.1631, 'learning_rate': 8.881812519655102e-05, 'epoch': 6.39}
{'loss': 0.1724, 'learning_rate': 8.876461084335228e-05, 'epoch': 6.4}
{'loss': 0.1611, 'learning_rate': 8.871098494438374e-05, 'epoch': 6.42}
{'loss': 0.1708, 'learning_rate': 8.865724765395473e-05, 'epoch': 6.43}
{'loss': 0.165, 'learning_rate': 8.860339912669517e-05, 'epoch': 6.44}
{'loss': 0.1594, 'learning_rate': 8.854943951755504e-05, 'epoch': 6.45}
{'loss': 0.1533, 'learning_rate': 8.84953689818039e-05, 'epoch': 6.47}
{'loss': 0.1526, 'learning_rate': 8.844118767503063e-05, 'epoch': 6.48}
{'loss': 0.1802, 'learning_rate': 8.838689575314271e-05, 'epoch': 6.49}
{'loss': 0.2036, 'learning_rate': 8.833249337236604e-05, 'epoch': 6.5}
{'loss': 0.1931, 'learning_rate': 8.827798068924428e-05, 'epoch': 6.52}
{'loss': 0.1781, 'learning_rate': 8.822335786063857e-05, 'epoch': 6.53}
{'loss': 0.1548, 'learning_rate': 8.81686250437269e-05, 'epoch': 6.54}
{'loss': 0.1658, 'learning_rate': 8.811378239600383e-05, 'epoch': 6.56}
{'loss': 0.1686, 'learning_rate': 8.80588300752799e-05, 'epoch': 6.57}
{'loss': 0.1688, 'learning_rate': 8.80037682396813e-05, 'epoch': 6.58}
{'loss': 0.1624, 'learning_rate': 8.79485970476493e-05, 'epoch': 6.59}
{'loss': 0.1602, 'learning_rate': 8.789331665793985e-05, 'epoch': 6.61}
{'loss': 0.1612, 'learning_rate': 8.783792722962317e-05, 'epoch': 6.62}
{'loss': 0.1668, 'learning_rate': 8.778242892208316e-05, 'epoch': 6.63}
{'loss': 0.1561, 'learning_rate': 8.772682189501709e-05, 'epoch': 6.65}
{'loss': 0.1633, 'learning_rate': 8.767110630843502e-05, 'epoch': 6.66}
{'loss': 0.1543, 'learning_rate': 8.761528232265943e-05, 'epoch': 6.67}
{'loss': 0.1682, 'learning_rate': 8.75593500983247e-05, 'epoch': 6.68}
{'loss': 0.1471, 'learning_rate': 8.750330979637668e-05, 'epoch': 6.7}
{'loss': 0.1446, 'learning_rate': 8.74471615780722e-05, 'epoch': 6.71}
{'loss': 0.1488, 'learning_rate': 8.739090560497865e-05, 'epoch': 6.72}
{'loss': 0.1478, 'learning_rate': 8.733454203897344e-05, 'epoch': 6.73}
{'loss': 0.1865, 'learning_rate': 8.727807104224363e-05, 'epoch': 6.75}
{'loss': 0.1631, 'learning_rate': 8.722149277728539e-05, 'epoch': 6.76}
{'loss': 0.1564, 'learning_rate': 8.716480740690354e-05, 'epoch': 6.77}
{'loss': 0.1536, 'learning_rate': 8.710801509421111e-05, 'epoch': 6.79}
{'loss': 0.1679, 'learning_rate': 8.705111600262888e-05, 'epoch': 6.8}
{'loss': 0.1569, 'learning_rate': 8.699411029588484e-05, 'epoch': 6.81}
{'loss': 0.1633, 'learning_rate': 8.693699813801386e-05, 'epoch': 6.82}
{'loss': 0.1558, 'learning_rate': 8.687977969335699e-05, 'epoch': 6.84}
{'loss': 0.1703, 'learning_rate': 8.682245512656122e-05, 'epoch': 6.85}
{'loss': 0.1556, 'learning_rate': 8.67650246025789e-05, 'epoch': 6.86}
{'loss': 0.1609, 'learning_rate': 8.670748828666724e-05, 'epoch': 6.88}
{'loss': 0.1466, 'learning_rate': 8.664984634438789e-05, 'epoch': 6.89}
{'loss': 0.1439, 'learning_rate': 8.65920989416064e-05, 'epoch': 6.9}
{'loss': 0.1553, 'learning_rate': 8.653424624449187e-05, 'epoch': 6.91}
{'loss': 0.1547, 'learning_rate': 8.647628841951629e-05, 'epoch': 6.93}
{'loss': 0.1391, 'learning_rate': 8.641822563345423e-05, 'epoch': 6.94}
{'loss': 0.1426, 'learning_rate': 8.636005805338224e-05, 'epoch': 6.95}
{'loss': 0.1442, 'learning_rate': 8.630178584667845e-05, 'epoch': 6.96}
{'loss': 0.1701, 'learning_rate': 8.624340918102205e-05, 'epoch': 6.98}
{'loss': 0.1599, 'learning_rate': 8.618492822439278e-05, 'epoch': 6.99}
{'loss': 0.1378, 'learning_rate': 8.612634314507049e-05, 'epoch': 7.0}
{'loss': 0.1445, 'learning_rate': 8.606765411163469e-05, 'epoch': 7.02}
{'loss': 0.1526, 'learning_rate': 8.600886129296395e-05, 'epoch': 7.03}
{'loss': 0.1254, 'learning_rate': 8.594996485823556e-05, 'epoch': 7.04}
{'loss': 0.1245, 'learning_rate': 8.58909649769249e-05, 'epoch': 7.05}
{'loss': 0.1288, 'learning_rate': 8.583186181880503e-05, 'epoch': 7.07}
{'loss': 0.1268, 'learning_rate': 8.577265555394624e-05, 'epoch': 7.08}
{'loss': 0.1311, 'learning_rate': 8.571334635271547e-05, 'epoch': 7.09}
{'loss': 0.1372, 'learning_rate': 8.565393438577583e-05, 'epoch': 7.11}
{'loss': 0.1457, 'learning_rate': 8.559441982408623e-05, 'epoch': 7.12}
{'loss': 0.1422, 'learning_rate': 8.55348028389007e-05, 'epoch': 7.13}
{'loss': 0.1411, 'learning_rate': 8.547508360176808e-05, 'epoch': 7.14}
{'loss': 0.1376, 'learning_rate': 8.541526228453138e-05, 'epoch': 7.16}
{'loss': 0.136, 'learning_rate': 8.535533905932738e-05, 'epoch': 7.17}
{'loss': 0.1357, 'learning_rate': 8.529531409858609e-05, 'epoch': 7.18}
{'loss': 0.1337, 'learning_rate': 8.523518757503024e-05, 'epoch': 7.19}
{'loss': 0.1367, 'learning_rate': 8.517495966167488e-05, 'epoch': 7.21}
{'loss': 0.1345, 'learning_rate': 8.511463053182673e-05, 'epoch': 7.22}
{'loss': 0.1333, 'learning_rate': 8.505420035908382e-05, 'epoch': 7.23}
{'loss': 0.1339, 'learning_rate': 8.49936693173349e-05, 'epoch': 7.25}
{'loss': 0.1619, 'learning_rate': 8.493303758075899e-05, 'epoch': 7.26}
{'loss': 0.1687, 'learning_rate': 8.487230532382484e-05, 'epoch': 7.27}
{'loss': 0.1551, 'learning_rate': 8.481147272129048e-05, 'epoch': 7.28}
{'loss': 0.136, 'learning_rate': 8.475053994820267e-05, 'epoch': 7.3}
{'loss': 0.1377, 'learning_rate': 8.468950717989639e-05, 'epoch': 7.31}
{'loss': 0.1391, 'learning_rate': 8.46283745919944e-05, 'epoch': 7.32}
{'loss': 0.1395, 'learning_rate': 8.456714236040663e-05, 'epoch': 7.34}
{'loss': 0.1399, 'learning_rate': 8.450581066132986e-05, 'epoch': 7.35}
{'loss': 0.1335, 'learning_rate': 8.444437967124692e-05, 'epoch': 7.36}
{'loss': 0.1419, 'learning_rate': 8.438284956692649e-05, 'epoch': 7.37}
{'loss': 0.1352, 'learning_rate': 8.432122052542237e-05, 'epoch': 7.39}
{'loss': 0.1437, 'learning_rate': 8.425949272407311e-05, 'epoch': 7.4}
{'loss': 0.1378, 'learning_rate': 8.419766634050142e-05, 'epoch': 7.41}
{'loss': 0.1386, 'learning_rate': 8.413574155261363e-05, 'epoch': 7.42}
{'loss': 0.1427, 'learning_rate': 8.407371853859934e-05, 'epoch': 7.44}
{'loss': 0.1403, 'learning_rate': 8.40115974769307e-05, 'epoch': 7.45}
{'loss': 0.1333, 'learning_rate': 8.394937854636205e-05, 'epoch': 7.46}
{'loss': 0.136, 'learning_rate': 8.388706192592933e-05, 'epoch': 7.48}
{'loss': 0.1349, 'learning_rate': 8.382464779494953e-05, 'epoch': 7.49}
{'loss': 0.1401, 'learning_rate': 8.376213633302037e-05, 'epoch': 7.5}
{'loss': 0.1505, 'learning_rate': 8.369952772001948e-05, 'epoch': 7.51}
{'loss': 0.1281, 'learning_rate': 8.363682213610416e-05, 'epoch': 7.53}
{'loss': 0.1281, 'learning_rate': 8.357401976171067e-05, 'epoch': 7.54}
{'loss': 0.1288, 'learning_rate': 8.351112077755386e-05, 'epoch': 7.55}
{'loss': 0.1317, 'learning_rate': 8.344812536462647e-05, 'epoch': 7.57}
{'loss': 0.1286, 'learning_rate': 8.338503370419884e-05, 'epoch': 7.58}
{'loss': 0.1345, 'learning_rate': 8.332184597781816e-05, 'epoch': 7.59}
{'loss': 0.1383, 'learning_rate': 8.325856236730814e-05, 'epoch': 7.6}
{'loss': 0.1382, 'learning_rate': 8.319518305476832e-05, 'epoch': 7.62}
{'loss': 0.1417, 'learning_rate': 8.313170822257363e-05, 'epoch': 7.63}
{'loss': 0.1361, 'learning_rate': 8.306813805337395e-05, 'epoch': 7.64}
{'loss': 0.1322, 'learning_rate': 8.300447273009337e-05, 'epoch': 7.65}
{'loss': 0.1346, 'learning_rate': 8.294071243592989e-05, 'epoch': 7.67}
{'loss': 0.1343, 'learning_rate': 8.287685735435473e-05, 'epoch': 7.68}
{'loss': 0.1327, 'learning_rate': 8.281290766911187e-05, 'epoch': 7.69}
{'loss': 0.1307, 'learning_rate': 8.274886356421753e-05, 'epoch': 7.71}
{'loss': 0.1377, 'learning_rate': 8.268472522395963e-05, 'epoch': 7.72}
{'loss': 0.1279, 'learning_rate': 8.26204928328972e-05, 'epoch': 7.73}
{'loss': 0.1335, 'learning_rate': 8.255616657586e-05, 'epoch': 7.74}
{'loss': 0.1292, 'learning_rate': 8.249174663794779e-05, 'epoch': 7.76}
{'loss': 0.1271, 'learning_rate': 8.242723320452996e-05, 'epoch': 7.77}
{'loss': 0.1198, 'learning_rate': 8.236262646124493e-05, 'epoch': 7.78}
{'loss': 0.1263, 'learning_rate': 8.229792659399957e-05, 'epoch': 7.8}
{'loss': 0.1286, 'learning_rate': 8.223313378896878e-05, 'epoch': 7.81}
{'loss': 0.1296, 'learning_rate': 8.216824823259484e-05, 'epoch': 7.82}
{'loss': 0.1413, 'learning_rate': 8.210327011158698e-05, 'epoch': 7.83}
{'loss': 0.1251, 'learning_rate': 8.203819961292075e-05, 'epoch': 7.85}
{'loss': 0.1363, 'learning_rate': 8.197303692383748e-05, 'epoch': 7.86}
{'loss': 0.1394, 'learning_rate': 8.190778223184386e-05, 'epoch': 7.87}
{'loss': 0.1387, 'learning_rate': 8.184243572471124e-05, 'epoch': 7.88}
{'loss': 0.1361, 'learning_rate': 8.177699759047526e-05, 'epoch': 7.9}
{'loss': 0.1354, 'learning_rate': 8.171146801743514e-05, 'epoch': 7.91}
{'loss': 0.1348, 'learning_rate': 8.164584719415325e-05, 'epoch': 7.92}
